NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Age,Phases,Study Type,Study Design,Other IDs,Study Documents
NCT03522935,Subcutaneous Elafin in Healthy Subjects,https://beta.clinicaltrials.gov/study/NCT03522935,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: Elafin|DRUG: Placebo,"Incidence of Treatment-Emergent Adverse Events in healthy controls., Safety and tolerability will be determined on the basis of adverse events reported and the severity of adverse events., 28 day time period","Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: AUC0-last, AUC0-last: Area under the concentration time-curve to the last concentration above the lower limit of quantitation (after final dose consumed), 28 day time period","Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: Cmax, Cmax: Maximum observed concentration, 28 day time period|Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: Tmax, Tmax: Time of maximum observed concentration, 28 day time period|Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: Ke, Ke: Elimination rate constant, 28 day time period|Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: AUC0-inf, AUC0-inf: Area under the concentration time-curve extrapolated to infinit, 28 day time period|Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: t┬╜, t┬╜: Terminal elimination half-life, 28 day time period|Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: CL/F, CL/F: Apparent total clearance of the drug from plasma after oral administration, 28 day time period|Pharmacokinetic/pharmacodynamic (PK/PD) and immunogenicity parameters in blood sample: V/F, V/F: Oral volume of distribution, 28 day time period",Roham T. Zamanian,Duke University|SRI International,ADULT,PHASE1,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",42336,
NCT01251835,Effect Of Rifampin On Pharmacokinetics Of Sitaxsentan,https://beta.clinicaltrials.gov/study/NCT01251835,,WITHDRAWN,NO,Pulmonary Arterial Hypertension,DRUG: Sitaxsentan alone|DRUG: Sitaxsentan|DRUG: Rifampin,"Comparison of Peak Plasma Concentrations of sitaxsentan co-administered with rifampin versus sitaxsentan administered alone., 24 hours|Comparison of Area Under the Curve of sitaxsentan co-administered with rifampin versus sitaxsentan administered alone., 24 hours",,,Pfizer,,ADULT,PHASE1,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,B1321060,
NCT01172496,A Bioavailability Study Comparing Treprostinil Diethanolamine Oral Tablets and Oral Solution in Healthy Volunteers,https://beta.clinicaltrials.gov/study/NCT01172496,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: treprostinil diethanolamine,"Plasma treprostinil concentrations, Pharmacokinetic blood sampling will occur twice for each subject. Pharmacokinetic parameters will be derived from treprostinil concentration-time data, 1 month","vital sign measurements, clinical laboratory parameters, electrocardiograms (ECGs) and adverse events (AEs), 1 month",,United Therapeutics,,ADULT,PHASE1,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,TDE-PH-123,
NCT02032836,Comparative PK PD Study in PAH Patients (Fox vs. I-Neb),https://beta.clinicaltrials.gov/study/NCT02032836,,COMPLETED,NO,Pulmonary Arterial Hypertension,"DRUG: lloprost(Ventavis,BAYQ6252, 20 ┬╡g/mL)|DRUG: lloprost(Ventavis,BAYQ6252, 10 ┬╡g/mL)","The proportion of patients with a meaningful maximum increase (i.e. >=25%) in heart rate AND/OR a meaningful maximum decrease (i.e. >=20%) in systolic blood pressure within the 30 minutes after the start of inhalation, multiple measurements within 30 minutes after iloprost inhalation","Maximum change in systolic, diastolic and mean arterial blood pressure, From baseline to multiple BP measurements within 2 hours after iloprost inhalation|Maximum change in heart rate within the 30 minutes following inhalation, From baseline to multiple HR measurements within 30 minutes after iloprost inhalation|Maximum change in oxygen saturation within the 30 minutes following inhalation using finger pulse oxymetry, From baseline to multiple measurements within 30 minutes after iloprost inhalation|AUC (area under the plasma concentration curve of BAYQ6256 from zero to infinity), Multiple timepoints up to 1 hour|Maximum observed drug concentration in plasma after single dose administration, Multiple blood sampling within 60 minutes after Ventavis inhalation and subsequent iloprost bioanalytics|Time to reach maximum drug observed concentration in plasma after single dose, Multiple blood sampling within 60 minutes after Ventavis inhalation and subsequent iloprost bioanalytics|half-life (associated with terminal slope), Multiple blood sampling within 60 minutes after Ventavis inhalation and subsequent iloprost bioanalytics",,Bayer,,"ADULT, OLDER_ADULT",PHASE1|PHASE2,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,16483|2013-002783-12,
NCT00109681,Inhaled Iloprost in Adults With Abnormal Pulmonary Pressure and Associated With Idiopathic Pulmonary Fibrosis,https://beta.clinicaltrials.gov/study/NCT00109681,,COMPLETED,NO,Pulmonary Fibrosis|Pulmonary Hypertension,DRUG: Iloprost Inhalation Solution (Ventavis),Safety,6 minute walk distance|exercise associated oxygen desaturation,,Actelion,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE|Primary Purpose: TREATMENT,ACTIVE C200-003,
NCT00864201,A Study to Evaluate the Use of Bosentan in Patients With Exercise Induced Pulmonary Arterial Hypertension Associated With Connective Tissue Disease,https://beta.clinicaltrials.gov/study/NCT00864201,,UNKNOWN,NO,"Hypertension, Pulmonary|Connective Tissue Disease",DRUG: bosentan,"The primary outcome is the change in the following hemodynamics during exercise: pulmonary vascular resistance (PVR), mean pulmonary arterial pressure (mPAP), cardiac outputΓêòcardiac input (COΓêòCI), mean right arterial pressure (mRAP), 6 months","Change in hemodynamics at rest: pulmonary vascular resistance (PVR), mean pulmonary arterial pressure (mPAP), cardiac output/cardiac input (COΓêòCI), mean right arterial pressure (mRAP), 6 months",,Hamilton Health Sciences Corporation,Actelion,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PAH-CTD-2007,
NCT00345774,Safety and Effectiveness of PRX-08066 in Patients With Pulmonary Hypertension and Chronic Obstructive Pulmonary Disease,https://beta.clinicaltrials.gov/study/NCT00345774,,COMPLETED,NO,Pulmonary Hypertension|Chronic Obstructive Pulmonary Disease,DRUG: PRX-08066,Systolic Pulmonary Artery Pressure,Safety|6 minute walk distance|Borg Dyspnea Index|BDI/TDI|Echocardiograms|Spirometry|Oxygen saturation|WHO functional classification,,"Epix Pharmaceuticals, Inc.",,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,PRX-CP-017,
NCT02682511,Oral Ifetroban to Treat Diffuse Cutaneous Systemic Sclerosis (SSc) or SSc-associated Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT02682511,,RECRUITING,NO,"Scleroderma, Diffuse|Scleroderma, Systemic|Scleroderma, Limited|Sclerosis, Progressive Systemic|Skin Diseases|Connective Tissue Diseases|Pathologic Processes|Autoimmune Diseases",DRUG: Oral Ifetroban|DRUG: Oral Placebo,"Incidence of adverse events (AEs) and Serious AEs (SAEs), Safety is measured using AEs, including clinical significant changes in vital signs, laboratory test abnormalities and clinical tolerability of ifetroban., 56 weeks","Change from baseline in forced vital capacity (FVC), To determine if ifetroban improves pulmonary function in subjects with diffuse cutaneous SSc or SSc-PAH compared to placebo as measured by a change from baseline FVC., Baseline, 12, 26, and 52 weeks|Change from baseline in diffusion capacity for carbon monoxide (DLCO), To determine if ifetroban improves pulmonary function in subjects with diffuse cutaneous SSc or SSc-PAH compared to placebo as measured by a change from baseline diffusion capacity for carbon monoxide (DLCO), Baseline, 12, 26, and 52 weeks|Change from baseline in the modified Rodnan skin score (mRSS), The efficacy of treatment on skin fibrosis will be measured by changes from baseline in mRSS, a measure of skin thickness, at 52 weeks., Baseline, 12, 26, 39, and 52 weeks","Change from baseline in ventricular function as determined by cardiac MRI, Baseline, 26, and 52 weeks|Change from baseline in ventricular function as determined by echocardiography, Baseline, 26, and 52 weeks|Improve skin and peripheral vascular disease as measured by active digital ulcer count, Baseline, 12, 26, 39, and 52 weeks|Improve skin and peripheral vascular disease as measured by the subject's self-assessment of pain in digits by a visual analog scale (VAS), if active digital ulcers are present., Baseline, 12, 26, 39, and 52 weeks|Change from baseline in blood biomarkers, Baseline, 26, and 52 weeks|Change from baseline in skin biomarkers, Baseline, 26, and 52 weeks|Change from baseline in erythrocyte sedimentation rate, Baseline, 26, and 52 weeks|Change from baseline in subject-reported health status assessed by the Scleroderma Health Assessment Questionnaire (SHAQ), Baseline, 12, 26, 39, and 52 weeks|Change from baseline in subject health and disability measurements as assessed by the World Health Organization Disability Assessment Assessment Schedule 2.0 (WHODAS 2.0), Baseline, 12, 26, 39, and 52 weeks|Change from baseline in subject-reported gastro-intestinal tract symptoms as assessed by the University of California, Los Angles (UCLA) Scleroderma Clinical Trial Consortium (SCTC) Gastrointestinal Tract (GIT) Questionnaire, Baseline, 12, 26, 39, and 52 weeks|Change from baseline in subject-reported outcomes as assessed by the short-form health survey (SF-36), Baseline, 12, 26, 39, and 52 weeks",Cumberland Pharmaceuticals,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",CPI-IFE-004,
NCT01725269,Long-term Study of AIR001 in Subjects With WHO Group 1 Pulmonary Arterial Hypertension Who Completed AIR001-CS05,https://beta.clinicaltrials.gov/study/NCT01725269,,TERMINATED,NO,Pulmonary Arterial Hypertension,DRUG: AIR001,"To evaluate the intermediate/long-term safety of inhaled nebulized AIR001, The primary objective of this study is to evaluate the intermediate/long-term safety of inhaled nebulized AIR001 administered according to 3 treatment arms (80 milligrams (mg) 4 times daily, 46 mg 4 times daily, or 80 mg once daily) in subjects with World Health Organization (WHO) Group 1 Pulmonary Arterial Hypertension (PAH) who have completed the 16-week AIR001-CS05 study., minimum of 6 months","To assess the effect of inhaled AIR001 on Time to Clinical Worsening, 6MWD, Functional Class, and Quality of Life, The secondary objectives of this study are to evaluate the effect of inhaled nebulized AIR001 administered according to 3 different treatment arms (80 mg 4 times daily, 46 mg 4 times daily, or 80 mg once daily) in subjects with WHO Group 1 PAH who completed the 16-week AIR001-CS05 study, as determined by time to the first morbidity/mortality event as defined in Time to Clinical Worsening (TTCW) assessments and by change from Baseline in AIR001-CS05 to the 40th week from the start of AIR001 nebulization in AIR001-CS05 (Week 24 of AIR001-CS06) and End of Study (EOS) or Termination visit of AIR001-CS06 in the following:6-Minute Walk Distance (6MWD) assessed at peak, WHO/NYHA Functional Class, Quality of Life (QOL) as measured by SF-36,Borg Dyspnea Index,6MWD assessed at trough, minimum of 6 months",,"Aires Pharmaceuticals, Inc.",,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,AIR001-CS06,
NCT04712669,A Study of Rodatristat Ethyl in Patients With Pulmonary Arterial Hypertension (ELEVATE 2),https://beta.clinicaltrials.gov/study/NCT04712669,,RECRUITING,NO,Pulmonary Arterial Hypertension,DRUG: rodatristat ethyl 300 mg tablet BID|DRUG: rodatristat ethyl 600 mg BID|DRUG: Placebo,"Percent change from baseline of pulmonary vascular resistance (PVR) as measured by right heart catheterization between active and placebo, From initiation of treatment to Week 24","Proportion of patients who improve in WHO World Health Organization (WHO) Functional Class (FC), From initiation of treatment to Week 24|Change from baseline in 6MWD, From initiation of treatment to Week 24|Change from baseline in N-terminal pro-Brain Natriuretic Peptide (NT-proBNP) levels, From initiation of treatment to Week 24",,Altavant Sciences GmbH,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",RVT-1201-2002 / ELEVATE 2,
NCT05036135,A Study of AV-101 (Dry Powder Inhaled Imatinib) in Patients With Pulmonary Arterial Hypertension (PAH),https://beta.clinicaltrials.gov/study/NCT05036135,IMPAHCT,RECRUITING,NO,Pulmonary Arterial Hypertension,DRUG: AV-101|DRUG: Placebo,"Phase 2b: Change from Baseline in Pulmonary Vascular Resistance (PVR), 24 weeks|Phase 3: Change from Baseline in Six Minute Walk Distance (6MWD), 24 weeks","Phase 2b: Change from Baseline in N-terminal pro B-type natriuretic peptide (NT-proBNP), 24 weeks|Phase 2b: Change from Baseline in Six Minute Walk Distance (6MWD), 24 weeks|Phase 2b: Incidence of Clinical Worsening, 24 weeks|Phase 2b: Proportion of Subjects with Improvement in WHO Functional Class, 24 weeks|Phase 2b: Change from Baseline in Registry to Evaluate Early and Long-Term PAH Disease Management (REVEAL) Lite 2.0 Risk Score, REVEAL Lite 2.0 risk scores range from 1 to 14; a higher score represents higher risk, 24 weeks|Phase 2b: Change from Baseline in Health-Related Quality of Life emPHasis-10 Questionnaire Score, emPHasis-10 questionnaire scores range from 0 - 50; a higher score represents a higher symptom burden, 24 weeks|Phase 3: Change from Baseline in NT-proBNP, 24 weeks|Phase 3: Time to Clinical Worsening, 24 weeks|Phase 3: Proportion of Subjects with Improvement in WHO Functional Class, 24 weeks|Phase 3: Change from Baseline in Registry to Evaluate Early and Long-Term PAH Disease Management (REVEAL) Lite 2.0 Risk Score, REVEAL Lite 2.0 risk scores range from 1 to 14; a higher score represents higher risk, 24 weeks|Phase 3: Change from Baseline in Pulmonary Arterial Hypertension-Symptoms and Impact (PAH-SYMPACT) Questionnaire Score, PAH-SYMPACT is a patient reported outcome instrument developed to assess PAH symptoms and impacts, 24 weeks",,Aerovate Therapeutics,,"ADULT, OLDER_ADULT",PHASE2|PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",AV-101-002,
NCT01545336,Anastrozole in Patients With Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT01545336,AIPH,COMPLETED,YES,Pulmonary Arterial Hypertension,DRUG: Anastrozole|DRUG: Placebo,"Plasma Estradiol (E2) Level, Baseline, 3 months|Tricuspid Annular Plane Systolic Excursion (TAPSE), Baseline, 3 months","Six Minute Walk Distance, Baseline, 3 months",,University of Pennsylvania,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",815035,
NCT01179334,Evaluation of the Pharmacodynamic Effect of the Combination of Sildenafil and Riociguat on Blood Pressure and Other Safety Parameters.,https://beta.clinicaltrials.gov/study/NCT01179334,PATENT PLUS,COMPLETED,YES,Pulmonary Hypertension,"DRUG: Riociguat (Adempas, BAY63-2521)|DRUG: Placebo|DRUG: Sildenafil","Maximum Change From Baseline in Supine Systolic Blood Pressure (SBP) Within 4 Hours Post-dose at Visit 6 (Week 12), Systolic blood pressure (SBP) was measured as standard vital sign parameter. Range allowed in this study: \<= 180 mmHg. In addition, SBP must be \>=95 mmHg in the first 2 hours after intake of background treatment with sildenafil. The maximum change from baseline at each visit was defined as the within-subject maximum decrease from baseline (or zero if baseline was lower than all subsequent SBP measurements in that profile) within 4 hours post-dose. Baseline was the last SBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)","Maximum Change From Baseline in Standing Systolic Blood Pressure (SBP) Within 4 Hours Post-dose at Visit 6 (Week 12), Systolic blood pressure (SBP) was measured as standard vital sign parameter. Range allowed in this study: \<= 180 mmHg. In addition, SBP must be \>=95 mmHg in the first 2 hours after intake of background treatment with sildenafil. The maximum change from baseline at each visit was defined as the within-subject maximum decrease from baseline (or zero if baseline was lower than all subsequent SBP measurements in that profile) within 4 hours post-dose. Baseline was the last SBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Maximum Change From Baseline in Supine Diastolic Blood Pressure (DBP) Within 4 Hours Post-dose at Visit 6 (Week 12), Diastolic blood pressure (DBP) was measured as standard vital sign parameter. Range allowed in this study: \<= 110 mmHg. The maximum change from baseline at each visit was defined as the within-subject maximum decrease from baseline (or zero if baseline was lower than all subsequent DBP measurements in that profile) within 4 hours post-dose. Baseline was the last DBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Maximum Change From Baseline in Standing Diastolic Blood Pressure (DBP) Within 4 Hours Post-dose at Visit 6 (Week 12), Diastolic blood pressure (DBP) was measured as standard vital sign parameter. Range allowed in this study: \<= 110 mmHg. The maximum change from baseline at each visit was defined as the within-subject maximum decrease from baseline (or zero if baseline was lower than all subsequent DBP measurements in that profile) within 4 hours post-dose. Baseline was the last DBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Maximum Change From Baseline in Supine Heart Rate (HR) Within 4 Hours Post-dose at Visit 6 (Week 12), Heart rate (HR) was measured as standard vital sign parameter. Range allowed in this study: \<= 105 beats per minute (bpm) in the first 2 hours after intake of background treatment with sildenafil. The maximum change from baseline at each visit was defined as the within-subject maximum increase from baseline (or zero if baseline was higher than all subsequent HR measurements in that profile) within 4 hours post-dose. Baseline was the last HR recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Maximum Change From Baseline in Standing Heart Rate (HR) Within 4 Hours Post-dose at Visit 6 (Week 12), Heart rate (HR) was measured as standard vital sign parameter. Range allowed in this study: \<= 105 beats per minute (bpm) in the first 2 hours after intake of background treatment with sildenafil. The maximum change from baseline at each visit was defined as the within-subject maximum increase from baseline (or zero if baseline was higher than all subsequent HR measurements in that profile) within 4 hours post-dose. Baseline was the last HR recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Area Under Effect Curve (AUEC) of Supine SBP Within 4 Hours Post-dose at Visit 6 (Week 12), The area under the effect curve (AUEC) at each visit of supine SBP describes an average within-subject change in SBP from baseline over a time-period of 4 hours post-dose (Note that the area only takes values below the individual baseline for the respective visit into account. The area that would result from an increase from baseline is not taken into account for the calculation of the area). Baseline was the last SBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Area Under Effect Curve (AUEC) of Standing SBP Within 4 Hours Post-dose at Visit 6 (Week 12), The area under effect curve (AUEC) at each visit of standing SBP describes an average within-subject change in SBP from baseline over a time-period of 4 hours post-dose (Note that the area only takes values below the individual baseline for the respective visit into account. The area that would result from an increase from baseline is not taken into account for the calculation of the area). Baseline was the last SBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Area Under Effect Curve (AUEC) of Supine DBP Within 4 Hours Post-dose at Visit 6 (Week 12), The area under effect curve (AUEC) at each visit of supine DBP describes an average within-subject change in DBP from baseline over a time-period of 4 hours post-dose (Note that the area only takes values below the individual baseline for the respective visit into account. The area that would result from an increase from baseline is not taken into account for the calculation of the area). Baseline was the last DBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Area Under Effect Curve (AUEC) of Standing DBP Within 4 Hours Post-dose at Visit 6 (Week 12), The area under effect curve (AUEC) at each visit of standing DBP describes an average within-subject change in DBP from baseline over a time-period of 4 hours post-dose (Note that the area only takes values below the individual baseline for the respective visit into account. The area that would result from an increase from baseline is not taken into account for the calculation of the area). Baseline was the last DBP recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Area Under Effect Curve (AUEC) of Supine HR Within 4 Hours Post-dose at Visit 6 (Week 12), The area under effect curve (AUEC) at each visit of supine HR describes an average within-subject change in HR from baseline over a time-period of 4 hours post-dose (Note that the area only takes values above the individual baseline for the respective visit into account. The area that would result from a decrease from baseline is not taken into account for the calculation of the area). Baseline was the last HR recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)|Area Under Effect Curve (AUEC) of Standing HR Within 4 Hours Post-dose at Visit 6 (Week 12), The area under effect curve (AUEC) at each visit of standing HR describes an average within-subject increase in HR from baseline over a time-period of 4 hours post-dose (Note that the area only takes values above the individual baseline for the respective visit into account. The area that would result from a decrease from baseline is not taken into account for the calculation of the area). Baseline was the last HR recorded at and within 30 minutes before intake of study drug., Pre-dose (baseline) and within 4 hours post-dose at visit 6 (week 12)",,Bayer,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",15096|2010-018863-40,
NCT00963001,Effect of Food on the Pharmacokinetics of Oral Treprostinil,https://beta.clinicaltrials.gov/study/NCT00963001,,COMPLETED,NO,"Hypertension, Pulmonary|Pulmonary Arterial Hypertension",DRUG: Treprostinil diethanolamine|OTHER: Standardized meals,"Treprostinil pharmacokinetics in healthy volunteers following a single oral dose of a 1 mg treprostinil diethanolamine sustained release tablet after four different meal types., Immediately prior to through 36 hours post treprostinil diethanolamine dosing for each treatment period (4 treatment periods each separated by a 7-day washout period)|Adverse event monitoring, From the first dose of treprostinil diethanolamine through study end (Study Day 23/24)","Clinical laboratories, Study Days 0, 7, 14, 21 and 23",,United Therapeutics,,ADULT,PHASE1,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,TDE-PH-115,
NCT05437224,Efficacy and Safety Study of Ambrisentan in Chinese Patients With Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT05437224,AMBLE,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: Ambrisentan,"Change From Baseline to 12 weeks and 24weeks in 6-minute Walk Distance, The 6-minute walk test (6MWT) is a non-encouraged test, performed in a 30 m long flat corridor, where the patient is instructed to walk as far as possible, back and forth around two cones, with the permission to slow down, rest, or stop if needed. These guidelines were provided to all sites. For patients who had never performed a 6MWT previously, a training test was required before the qualifying tests for inclusion were performed., Baseline, week 12 and week 24","Time to Clinical Worsening of Pulmonary Arterial Hypertension (PAH) up to Week 24, Assessed as the First Occurrence of a Clinical Worsening Events, Clinical Worsening Events included a 15% decrease from baseline on the 6-minute walk test, hospitalization for pulmonary hypertension complications, dosing or escalation of pulmonary hypertension-targeted drugs, atrial septostomy, lung transplantation, or death. Time to clinical worsening of PAH is the time from baseline to the first clinical occurrence of a Clinical Worsening Events., From Baseline to week 24|Change from baseline to week 12 and 24 in Borg Dyspnea Index (BDI) sores, The BDI was calculated by using a 10-point scale (0 = None, 10 = Maximum)., Baseline, week 12 and week 24|Number of participants with a change from baseline to week 12 and 24 in WHO functional class, The WHO FC was determined by the investigator as follows: Class I - Participants with pulmonary hypertension (PH) but without resulting limitation of physical activity; II- Participants with PH resulting in slight limitation of physical activity; III - Participants with PH resulting in marked limitation of physical activity; IV - Participants with PH with inability to carry out any physical activity without symptoms., Baseline, week 12 and week 24|Changes from baseline to week 12 and 24 in BNP plasma levels, BNP is a surrogate maker of heart failure., Baseline, week 12 and week 24|Number and severity of Participants With Any Adverse Events, An adverse event is defined as any adverse medical event in a patient that is not necessarily causally related to treatment. An adverse event can thus be any adverse or non-therapeutic sign (including abnormal laboratory results), symptom or disease temporally related to the use of the drug product, whether or not considered drug-related., From Baseline to week 24",,RenJi Hospital,"Shanghai Zhongshan Hospital|The First Affiliated Hospital with Nanjing Medical University|Shanghai Pulmonary Hospital, Shanghai, China|Xinqiao Hospital of Chongqing|The Affiliated Hospital of Qingdao University|First Affiliated Hospital of Chongqing Medical University|Wuhan Asia Heart Hospital","ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,AMBEL,
NCT02304198,Clinical Trial to Evaluate the Long-term Safety of Udenafil in Patient With PAH,https://beta.clinicaltrials.gov/study/NCT02304198,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: Udenafil,"Safety (Adverse Events, Physical Examination, Vital Sign, Electrocardiography, Laboratory test, etc), Adverse Events, Physical Examination, Vital Sign, Electrocardiography, Laboratory test, etc, during 48-weeks","6-MWD, 24, 48-week|BORG dyspnea score, 24, 48-week|WHO class, 12, 24, 36, 48-week|Time to clinical worsening(TTCW), during 48-weeks|NT-pro BNP, 24, 48-week|Echocardiography, 48-week",,"Dong-A ST Co., Ltd.",,"ADULT, OLDER_ADULT",PHASE2|PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,DA8159_PAH_EX,
NCT00080457,Safety and Efficacy Study of Sitaxentan Sodium (ThelinΓäó) in Patients With Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT00080457,,COMPLETED,NO,Pulmonary Hypertension,DRUG: sitaxsentan sodium,,,,Encysive Pharmaceuticals,,"CHILD, ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,STRIDE 2,
NCT01302444,Treprostinil Combined With Tadalafil for Pulmonary Hypertension,https://beta.clinicaltrials.gov/study/NCT01302444,T2,TERMINATED,YES,Pulmonary Arterial Hypertension,DRUG: Tadalafil|DRUG: Placebo,"All Cause Mortality, 16 weeks|Adverse Events Are no Greater Than With Treprostinil Infusion Alone, 16 weeks|WHO Functional Class Will Improve or Remain Stable, 16 weeks|Hospitalizations, 16 weeks","6 Minute Walking Distance Change Will Improve, 16 weeks of therapy|Tei Index Change by Transthoracic Echocardiography, 16 weeks of therapy|Plasma BNP (Brain Natriuretic Peptide)Level Change, 16 weeks of therapy|Change From Baseline in Pulmonary Arterial Systolic Pressure (PASP)as Assessed by Transthoracic Echocardiography Using Doppler Ultrasound, 16 weeks",,Rhode Island Hospital,United Therapeutics,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",T2 Trial,
