NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Age,Phases,Study Type,Study Design,Other IDs,Study Documents
NCT02807987,Study of CS-3150 in Combination With ARB or ACE Inhibitor in Hypertensive Patients With Moderate Renal Impairment,https://beta.clinicaltrials.gov/study/NCT02807987,,COMPLETED,NO,Hypertension With Moderate Renal Impairment,DRUG: CS-3150,"Change from baseline in sitting systolic and diastolic blood pressure, Change from baseline in sitting systolic and diastolic blood pressure, Baseline to end of Week 12","Time course of systolic and diastolic blood pressure, Time course of systolic and diastolic blood pressure, Baseline to end of Week 12|Proportion of patients achieving blood pressure control, Proportion of patients achieving blood pressure control, Baseline to end of Week 12",,"Daiichi Sankyo Co., Ltd.",,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CS3150-A-J305,
NCT00553722,Does Aldosterone Cause Hypertension by a Non-Renal Mechanism?,https://beta.clinicaltrials.gov/study/NCT00553722,,UNKNOWN,NO,Hypertension|Dialysis|Hyperaldosteronism,DRUG: Eplerenone|DRUG: Placebo,"Significant drop in blood pressure with Eplerenone when compared to placebo., days",,,Shaare Zedek Medical Center,,"CHILD, ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: DIAGNOSTIC",1-Shavit,
NCT00283686,HALT Progression of Polycystic Kidney Disease Study A,https://beta.clinicaltrials.gov/study/NCT00283686,HALT PKD A,COMPLETED,YES,"Kidney, Polycystic",DRUG: Lisinopril|DRUG: Telmisartan|DRUG: Placebo|OTHER: Standard Blood Pressure Control|OTHER: Low Blood Pressure Control,"Study A: Percent Annual Change in Total Kidney Volume, Annual percentage change in total kidney volume as assessed by abdominal magnetic resonance imaging (MRI) at baseline, 2 years, 4 years, and 5 years follow-up., Baseline and 2-, 4- and 5-year follow-up","Kidney Function (eGFR), The estimated GFR was calculated by means of the Chronic Kidney Disease Epidemiology Collaboration equation with the use of central serum creatinine measurements., Up to 96 months (6 month assessments)|Albuminuria, Urine albumin excretion, centrally processed from 24 hour urine collection, Up to 96 months (assessed annually)|Aldosterone, Urinary aldosterone excretion, centrally processed, 24 hour urine collection, Up to 96 months (assessed annually)|Left Ventricular Mass Index, Left ventricular mass index (g/m\^2) measured by MRI, centrally reviewed and measured, 0, 24 months, 48 months, 60 months|Renal Blood Flow, renal blood flow (mL/min/1.73 m\^2) from MRI, centrally reviewed and measured. This outcome was more difficult to measure resulting in more missing data than other MRI outcomes such as total kidney volume (TKV) and left ventricular mass index (LVMI)., 0, 24 months, 48 months, 60 months|All-Cause Hospitalizations, Up to 96 months|Quality of Life Physical Component Summary, Short Form-36 Quality of Life Physical Component Summary ranges from 0 (worst possible outcome) to 100 (best possible outcome), baseline, 12, 24, 36, 48, 60, 72, 84, and 96 months (assessed annually)|Quality of Life Mental Component Summary, Short Form-36 Quality of LIfe Mental Component Summary ranges from 0 (worst possible outcome) to 100 (best possible outcome), baseline, 12, 24, 36, 48, 60, 72, 84, and 96 months (assessed annually)",,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Boehringer Ingelheim|Merck Sharp & Dohme LLC|Polycystic Kidney Disease Foundation|University of Pittsburgh|Washington University School of Medicine,"CHILD, ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",HALT PKD A|U01DK062401|U01DK082230,
NCT04162366,A Research Study to Show Aprocitentan is Efficacious and Safe to Treat Patients With Uncontrolled Blood Pressure and Chronic Kidney Disease.,https://beta.clinicaltrials.gov/study/NCT04162366,INSPIRE-CKD,WITHDRAWN,NO,"Hypertension|Renal Insufficiency, Chronic",DRUG: Aprocitentan 25 mg|DRUG: Placebo,"Change from Baseline to Week 4 of double-blind treatment in mean trough sitting systolic blood pressure measured by automated office blood pressure measurement., From baseline to Week 4 after treatment initiation","Change from baseline to Week 4 of double-blind treatment in mean trough sitting diastolic blood pressure measured by automated office blood pressure measurement., From baseline to Week 4 after treatment initiation|Ratio to baseline of urine albumin-to-creatinine ratio (UACR) at Week 4, Evaluated in the subgroup of participants with a UACR greater than 30 mg/g at baseline., From baseline to Week 4 after treatment initiation",,Idorsia Pharmaceuticals Ltd.,"Janssen Biotech, Inc.","ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",ID-080A305|2018-003819-22,
NCT02811055,Pilot Study of Aprepitant Effect on Aldosterone Secretion in Diabetic Patient (Diabetes Mellitus) With Hypertension Associated With Low Renin,https://beta.clinicaltrials.gov/study/NCT02811055,APHOS-02,UNKNOWN,NO,Type 2 Diabetes|Hypertension,BIOLOGICAL: Blood sampling|PROCEDURE: Blood Pressure Measurement|DEVICE: electrocardiogram|PROCEDURE: orthostatic test|DRUG: Administration of Aprepitant|DRUG: Administration of placebo,"Difference from baseline in Plasma aldosterone concentration, Plasma aldosterone concentration is analyzed, Baseline and Day 14","Difference from baseline in Plasma cortisol, Plasma cortisol concentration is analyzed, Baseline and Day 14|Difference from baseline in plasma renin, plasma renin concentration is analyzed, Baseline and Day 14|Difference from baseline in blood electrolytes measurement, blood electrolytes concentration is analyzed, Baseline and Day 14|Difference from baseline in HOMA index, Baseline and Day 14",,"University Hospital, Rouen",,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2013/142/HP,
NCT05358912,Efficacy of Targeted Abdominal Perfusion Pressure in Septic Shock,https://beta.clinicaltrials.gov/study/NCT05358912,,COMPLETED,NO,Septic Shock|Septicemia|Intraabdominal Hypertension|Renal Injury,DRUG: Vasopressor Agent|DRUG: Crystalloid Solutions|PROCEDURE: Invasive Blood Pressure Monitoring|PROCEDURE: Intra-Abdominal Pressure Monitoring|OTHER: Abdominal Perfusion Pressure,"Change of the Level of Acute Kidney Injury, Kidney damage will be monitored according to the KDIGO (Kidney Disease Improving Global Outcomes) classification., up to 90 days|Mortality, Mortality in first 30 days, at 30th day of admission|Mortality, Mortality in first 90 days, at 90th day of admission",,,Bozyaka Training and Research Hospital,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,AbdominalPressure,
NCT00446251,Effects of Rituximab and Mycophenolate Mofetil (MMF) on Highly Sensitized Patients Awaiting Renal Transplant,https://beta.clinicaltrials.gov/study/NCT00446251,,COMPLETED,YES,"Kidney Failure, Chronic|Diabetic Nephropathies|Glomerulonephritis, IGA|Hypertension, Renal",DRUG: Rituximab|DRUG: Mycophenolate mofetil (MMF),"The Number of Subjects Who Experience a Decrease in Their Panel of Reactive Antibodies (PRA) at 6 Months Post Rituximab Infusion., the number of subjects who experience a decrease in their Panel of Reactive Antibodies (PRA) at 6 months and 12 months post Rituximab infusion, Month 6 from start of study","The Number of Subjects Who Experience a Change From Baseline in Their Panel of Reactive Antibody (PRA) Titers at 12 Months Post Rituximab Infusion., Month 12 from start of study|The Number of Subjects With a Negative Crossmatch at the Time of Transplant., Month 12 from start of study",,University of Washington,"Genentech, Inc.","ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,25668-A|04-0927-A 05,
NCT00892892,Sympathetic Nerve Activity in Renal Failure,https://beta.clinicaltrials.gov/study/NCT00892892,SNS in CRF,WITHDRAWN,NO,Chronic Kidney Disease|Hypertension,DRUG: Rilmenidine|DRUG: Nitrendipine,"sympathetic activation for the development and progression of chronic renal failure, 3 months","effects of a sympatholytic agent on cardiovascular reactivity to various stressors, 3 months",,University of Erlangen-NÃ¼rnberg Medical School,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",Re-No. 3186,
NCT05470725,Study to Evaluate the Pharmacokinetics of CIN-107 in Subjects With Varying Degrees of Renal Function,https://beta.clinicaltrials.gov/study/NCT05470725,,COMPLETED,NO,Hypertension,DRUG: CIN-107,"Maximum plasma concentration (Cmax), This PK parameter will be determined for CIN-107, its primary metabolite (CIN-107-M), and any other measured metabolites using plasma concentration data, as the data permit., up to Day 8|Time to maximum plasma concentration (Tmax), This PK parameter will be determined for CIN-107, its primary metabolite (CIN-107-M), and any other measured metabolites using plasma concentration data, as the data permit., up to Day 8|Area under the curve from time 0 to the time of last quantifiable plasma concentration (AUC[0-last]), This PK parameter will be determined for CIN-107, its primary metabolite (CIN-107-M), and any other measured metabolites using plasma concentration data, as the data permit., up to Day 8|Area under the curve from time 0 to infinity (AUC[0-inf]), This PK parameter will be determined for CIN-107, its primary metabolite (CIN-107-M), and any other measured metabolites using plasma concentration data, as the data permit., up to Day 8|Percent of AUC extrapolated, This PK parameter will be determined for CIN-107, its primary metabolite (CIN-107-M), and any other measured metabolites using plasma concentration data, as the data permit., up to Day 8|Terminal phase elimination half-life, This PK parameter will be determined for CIN-107, its primary metabolite (CIN-107-M), and any other measured metabolites using plasma concentration data, as the data permit., up to Day 8|Apparent plasma clearance (CL/F), This PK parameter will be determined for CIN-107 using plasma concentration data., up to Day 8|Apparent volume of distribution, This PK parameter will be determined for CIN-107 using plasma concentration data., up to Day 8|The cumulative amount of CIN-107 and CIN-107-M excreted in the urine (Ae), This PK parameter will be calculated using the urine concentrations of CIN-107 and its primary metabolite (CIN-107-M), up to Day 8|Renal clearance (CLR) of CIN-107 and CIN-107-M of CIN-107 and CIN-107-M, Calculated as Ae/AUC. This PK parameter will be calculated using the urine concentrations of CIN-107 and its primary metabolite (CIN-107-M), up to Day 8|The fraction of the dose excreted renally, This PK parameter will be calculated using the urine concentrations of CIN-107, up to Day 8|Number of patients experiencing adverse events (AEs), up to Day 11|Number of patients experiencing adverse drug reactions, up to Day 11|Number of patients experiencing serious adverse events (SAEs), up to Day 11",,,"CinCor Pharma, Inc.",,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,CIN-107-113,
NCT00518765,Hemodynamic Effects of Aliskiren Compared to Captopril on the Kidney in Healthy Volunteers on a Low- and High- Sodium Diet,https://beta.clinicaltrials.gov/study/NCT00518765,,COMPLETED,NO,Hypertension,DRUG: Aliskiren|DRUG: Aliskiren plus placebo|DRUG: Aliskiren|DRUG: Aliskiren plus placebo,"Renal plasma flow following 3 single doses of aliskiren in healthy volunteers on a low sodium(10 mEq/day)diet, baseline and hourly intervals.","Single dose application of aliskiren on renal hemodynamics and circulating markers of the renin pathway, baseline, and at 5 hours, and 24 hours post dose",,Novartis,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: BASIC_SCIENCE,CSPP100A2318,
NCT01328769,"Febuxostat, Blood Pressure and the Intrarenal Renin-Angiotensin System (RAS)",https://beta.clinicaltrials.gov/study/NCT01328769,,COMPLETED,YES,Hypertension,DRUG: Febuxostat|DRUG: Placebo,"Change in Renal Plasma Flow in Response to Infused Angiotensin II, Baseline to 6 weeks","Change in Endothelial Function, Endothelial function was calculated by software from the manufacturer VENDYS. The measurement was taken by using the index of area under the curve of the finger temperature recovery curve just after releasing a blood pressure cuff. The blood pressure cuff occluded blood flow for 5 minutes as compared to the temperature curve in the non-occluded arm., Baseline to 6 weeks",,Paul N. Hopkins,,ADULT,PHASE4,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",42916,
NCT01172431,Indapamide Versus Hydrochlorothiazide in Elderly Hypertensive Patients With Renal Insufficiency,https://beta.clinicaltrials.gov/study/NCT01172431,,COMPLETED,NO,Hypertension|Renal Insufficiency,DRUG: Indapamide|DRUG: Hydrochlorothiazide,"renal function, Effects of indapamide SR 1.5 mg on renal function by comparison with hydrochlorothiazide 25 mg, in patients with Mild to Moderate Renal Insufficiency and Hypertension., 1 year","endothelial function, Effects of indapamide SR 1.5 mg on endothelial function by comparison with hydrochlorothiazide 25 mg, in patients with Mild to Moderate Renal Insufficiency and Hypertension., 1 year|blood pressure variability, Effects of indapamide SR 1.5 mg on blood pressure variability by comparison with hydrochlorothiazide 25 mg, in patients with Mild to Moderate Renal Insufficiency and Hypertension, 1 year",,West China Hospital,,OLDER_ADULT,PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,WestChinaH,
NCT01898910,Ganglionated Plexi Ablation vs Renal Denervation in Patients Undergoing Pulmonary Vein Isolation,https://beta.clinicaltrials.gov/study/NCT01898910,,COMPLETED,NO,Atrial Fibrillation|Hypertension,PROCEDURE: PVI+renal denervation|PROCEDURE: PVI + GP ablation|DRUG: Optimal medial therapy (OMT),"Freedom of AF or other atrial arrhythmias, 12 months",,,Meshalkin Research Institute of Pathology of Circulation,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",RDGP-031,
NCT00939588,Compare the Effect of Aliskiren Plus Valsartan Versus Angiotensin-Converting Enzyme Inhibitor (ACEi) Plus Angiotensin Receptor Blocker (ARB) [Ramipril Plus Telmisartan] on the Renin-Angiotensin-Aldosterone System (RAAS) in Hypertensive Patients,https://beta.clinicaltrials.gov/study/NCT00939588,,COMPLETED,NO,Hypertension,DRUG: Aliskiren/ Valsartan|DRUG: Telmisartan/ Ramipril,"Compare the effects of aliskiren + valsartan vs ramipril + telmisartan on 24-hour urinary aldosterone, 56 days","Compare the effects of aliskiren + valsartan vs ramipril + telmisartan on Plasma Renin Activity (PRA)and angiotensin II, 56 days|Compare the effects of aliskiren + valsartan vs ramipril + telmisartan on mean sitting systolic and diastolic blood pressure, 56 days|Assess safety and tolerability of aliskiren + valsartan and ramipril + telmisartan, 56 days",,Novartis Pharmaceuticals,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",CSPV100A2225,
NCT00081731,Benefits of Medical Therapy Plus Stenting for Renal Atherosclerotic Lesions,https://beta.clinicaltrials.gov/study/NCT00081731,CORAL,COMPLETED,YES,"Atherosclerosis|Cardiovascular Diseases|Hypertension, Renovascular|Renal Artery Obstruction","DRUG: Atacand/HCT, Caduet|PROCEDURE: GENESISTM Embolic Protection Stent and Angioguard Device (Angioplasty plus stenting)","Composite Endpoint: Death From Cardiovascular or Renal Causes, Stroke, Myocardial Infarction, Hospitalization for CHF, Progressive Renal Insufficiency, or Permanent Renal Replacement Therapy, Only the first event per participant is included in the composite, Measured at every 3 months for the first year and annually thereafter|Cardiovascular or Renal Death, Measured at every 3 months for the first year and annually thereafter|Myocardial Infarction, Measured at every 3 months for the first year and annually thereafter|Hospitalization for Congestive Heart Failure, Measured at every 3 months for the first year and annually thereafter|Stroke, Measured at every 3 months for the first year and annually thereafter|30% Reduction of eGFR From Baseline, Persisting for Greater Than or Equal to 60 Days, Measured at every 3 months for the first year and annually thereafter|Need for Renal Replacement Therapy, Measured at every 3 months for the first year and annually thereafter",,,Baim Institute for Clinical Research,Beth Israel Deaconess Medical Center,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,161|U01HL071556,
NCT01023373,Revascularization of Renal Artery Stenosis Versus Medical Therapy for the Treatment of Ischemic Nephropathy,https://beta.clinicaltrials.gov/study/NCT01023373,NITER,UNKNOWN,NO,"Atherosclerosis|Chronic Kidney Disease|Hypertension, Renovascular|Ischemic Nephropathy|Renal Artery Stenosis",DRUG: Medical treatment|PROCEDURE: PTRS|DEVICE: renal artery stent|DEVICE: renal artery stent,"Death, Initiation of dialysis therapy or either serum creatinine increase more than 20% or reduction by > 20% in estimated clearance of creatinine (with MDRD formula), 0.5, 1 and 2 years follow up plus extended 4 yrs","Systolic and diastolic blood pressure values at 0.5, 1 and 2 yrs follow up, with an extended follow up after 2 yrs, 0.5, 1 and 2 years follow up plus extended 4 yrs|Number of hypotensive drugs, 0.5, 1 and 2 years follow up plus extended 4 yrs|Results of renal scintigraphy, 0.5, 1 and 2 years follow up plus extended 4 yrs|Incidence of complications due to interventional manoeuvres, 0.5, 1 and 2 years follow up plus extended 4 yrs|Changes in the incidence of vascular complications in extra-renal districts, 0.5, 1 and 2 years follow up plus extended 4 yrs",,Azienda UnitÃ  Sanitaria Locale di Piacenza,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,388-2002,
NCT02539810,Renal Artery Stenting in Patients With Documented Resistant Hypertension and Atherosclerotic Renal Artery Stenosis (ANDORRA),https://beta.clinicaltrials.gov/study/NCT02539810,ANDORRA,TERMINATED,NO,Hypertension|Hypertension Resistant to Conventional Therapy|Angiographically Proven Grade III Unilateral or Bilateral Atherosclerotic Renal Artery Stenosis (ARAS) Greater Than or Equal to 60 Percent,"DEVICE: Renal artery Angioplasty plus stenting.|DRUG: Anti hypertensive, statin and antiplatelet medication.","Mean change in diurnal systolic blood pressure assessed by ambulatory BP monitoring (ABPM), Baseline to 6 months","Adverse events of renal artery stenting, Baseline to 12 months|Change in average 24-hour and nighttime Systolic Blood Pressure by ABPM, Baseline to 12 months|Change in average 24-hour, daytime and nighttime diastolic Blood Pressure by ABPM, Baseline to 12 months|Change in Systolic/diastolic Blood Pressure by home blood pressure monitoring, Baseline to 12 months|Change in office Systolic/diastolic Blood Pressure, Baseline to 12 months|Antihypertensive medication score, Baseline to 12 months|Detection of the drugs in urine by LC-MS/MS, Baseline to 12 months|Renal artery restenosis in patients of the stenting group assessed by duplex ultrasound and/or renal CTA, Baseline to 12 months|Adverse cardiovascular (CV) events, Baseline to 12 months|Change in plasma creatinine and eGFR, Baseline to 12 months|Clinical renal events: renal death, progressive renal insufficiency (i.e. need for dialysis), need for permanent renal replacement therapy, need of target vessel stenting in the SOMT group (number of crossovers), Baseline to 12 months",,Assistance Publique - HÃ´pitaux de Paris,"Ministry of Health, France","ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,P140914|P140914,
NCT01432106,The Study of Novel Dual Renin Angiotensin Aldosterone System (RAAS) Blockade; Valsartan/Aliskiren in African American Patients With Hypertension and the Metabolic Syndrome,https://beta.clinicaltrials.gov/study/NCT01432106,SAAVE,WITHDRAWN,NO,Hypertension|Metabolic Syndrome,DRUG: Aliskerin/Valsartan and Rampiril,"Mean Change in SBP from baseline to 10 weeks (2 weeks on initial dose & 6 weeks on higher dose), 2 weeks on initial dose & 6 weeks on higher dose",,,University of Michigan,Novartis Pharmaceuticals,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",SPP100AUS20T,
NCT00856960,The Effect of Hypertension Medications on Renal Blood Flow Measurements in Healthy Males (MK-0000-127),https://beta.clinicaltrials.gov/study/NCT00856960,,COMPLETED,NO,Hypertension,DRUG: Aliskiren|DRUG: Aliskiren|DRUG: Comparator: Losartan|DRUG: Comparator: Placebo to Aliskiren|DRUG: Comparator: Placebo to Losartan,"change in renal plasma flow as measured by PAH clearance and on renal blood flow as measured by ASL MRI after single-dose Aliskiren, 2-5 hours post dose of study drug","change in renal plasma flow as measured by PAH clearance and on renal blood flow as measured by ASL MRI after single-dose Losartan, 2-5 hours post dose of study drug",,Merck Sharp & Dohme LLC,,ADULT,PHASE1,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",0000-127|127|2009_554,
NCT01960153,Phosphodiesterase Type 5 Inhibition With Tadalafil Changes Outcomes in Heart Failure: Extent of Renal Damage,https://beta.clinicaltrials.gov/study/NCT01960153,PITCH-ER,WITHDRAWN,NO,Heart Failure|Pulmonary Hypertension,DRUG: Tadalafil|DRUG: Placebo,"Change in renal function, Between-group differences in changes from baseline in: (1a) eGFR using the Chronic Kidney Disease Epidemiology Collaboration (CKD-EPI) equation and (1b) spot urine albumin-to-creatinine ratio (UACR), Baseline to 48 months|Incidence of acute kidney injury (AKI) events (clinical and subclinical), Impact of treatment on (2a) incidence of AKI events (adjudicated) based on new Kidney Disease Improving Global Outcomes criteria; and (2b) changes from baseline in the urine biomarkers of subclinical kidney injury: Neutrophil Gelatinase-Associated Lipocalin (NGAL) and Kidney Injury Marker 1 (KIM-1)., Baseline to 48 months","Changes in renal function stratified by diabetes/no diabetes, As for the primary outcome, measurements will be eGFR and UACR, Baseline to 48 months|Incidence of AKI events stratified by diabetes/no diabetes, As for the primary outcome, AKI events will be adjudicated and N-GAL and KIM-1 will be measured, Baseline to 48 months",,Massachusetts General Hospital,"National Heart, Lung, and Blood Institute (NHLBI)|HealthCore-NERI","ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2013P001412|R01HL119155-01A1,
NCT03115853,The Effects of Renin Inhibition on Fibrinolytic Balance and Endothelial Function,https://beta.clinicaltrials.gov/study/NCT03115853,,COMPLETED,YES,High Blood Pressure,DRUG: Aliskiren 150 mg|DRUG: Placebo|DRUG: HCTZ|DRUG: Aliskiren 300 mg,"Difference in Peak Plasma PAI-1 Level, baseline to 18 weeks|Difference in Mean Plasma PAI-1 Level, baseline to 18 weeks","Difference in Mean Plasma Aldosterone Levels, baseline to 18 weeks|Difference in Mean Changes in Plasma Renin Activity., baseline to 18 weeks|Difference in Mean Plasma Peak Aldosterone Levels, baseline to 18 weeks",,Vanderbilt University Medical Center,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: DIAGNOSTIC,90738,
NCT00585442,Effects of Vitamin D on Renin Expression in Hypertensive Patients,https://beta.clinicaltrials.gov/study/NCT00585442,,TERMINATED,NO,Hypertension|Vitamin D Deficiency,DRUG: calcitriol|DRUG: Placebo,"Compare plasma renin activity (PRA) and plasma renin concentration (PRC) in hypertensive patients (JNC VII stage I) following 14 days treatment with calcitriol (1Î±, 25-[OH]2 vitamin D3) or matched placebo., 13 MONTHS (MAY 2007-JUNE 2008)","Compare mononuclear leukocyte renin transcription (mRNA) between calcitriol and matched placebo., 13 MONTHS (MAY 2007-JUNE 2008)",,University of Utah,,"ADULT, OLDER_ADULT",EARLY_PHASE1,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,22714|10151812,
NCT02832973,Sequential Nephron Blockade vs. Dual Blockade Renin-angiotensin System + Bisoprolol in Resistant Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT02832973,ResHypOT,COMPLETED,NO,Hypertension Resistant to Conventional Therapy,"DRUG: Spironolactone|DRUG: Furosemide,|DRUG: Amiloride|DRUG: Ramipril|DRUG: Bisoprolol","Reduction of Systolic BP, diastolic BP, mean BP and pulse pressure levels will be used to compare sequential nephron blockade versus dual blockade of the renin-angiotensin-aldosterone system plus bisoprolol, Systolic BP (mmHg), Diastolic BP (mmHg), Mean BP (mmHg) and Pulse Pressure (mmHg), Twenty weeks","Electrolytes changes: Sodium, Potassium Chlorine after 20 weeks of treatment with sequential nephron blockade compared to dual blockade of the renin-angiotensin-aldosterone system plus bisoprolol, Sodium (reference: 135-145 mmol/L), potassium (reference: 3.5-5.0 mmol/L) and chlorine (reference: 96-106 mEq/L), Twenty weeks|Reduction of creatinine clearance after 20 weeks of treatment with sequential nephron blockade compared to dual blockade of the renin-angiotensin-aldosterone system plus bisoprolol, Creatinine clearance (reference - Male: 97 to 137 mL/min and Female: 88 to 128 mL/min), Twenty weeks|Hypotension, Recognition of hypotension (ABPM - mmHg), Twenty weeks",,Sao Jose do Rio Preto Medical School,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,SaoJoseRPU,
NCT01593787,Safety and Tolerability and Efficacy of LCZ696 in Japanese Hypertensive Patients With Renal Dysfunction,https://beta.clinicaltrials.gov/study/NCT01593787,,COMPLETED,YES,Hypertension With Renal Dysfunction,DRUG: LCZ696,"Percentage of Participants With Reported Adverse Events (Total Adverse Events, Serious Adverse Events and Death), Percentage of patients with total adverse events, serious adverse events and death were reported., 8 weeks","Change From Baseline in Mean Sitting Systolic Blood Pressure (msSBP) at Week 8, Sitting BP measurements were performed at screening through the end of study at every visit. Four separate sitting BP were obtained with a full two-minute interval between measurements., baseline, 8 weeks|Change From Baseline in Mean Sitting Diastolic Blood Pressure (msDBP) at Week 8, baseline, 8 weeks|Percentage of Participants Achieving a Successful BP Control at Week 8, A successful BP control was defined as msSBP \<130 mmHg and msDBP \<80 mmHg, 8 weeks|Percentage of Participants Achieving SBP Control at Week 8, SBP control was defined as msSBP \<130 mmHg., 8 weeks|Percentage of Participants Achieving DBP Control at Week 8, DBP control was defined as msDBP \<80 mmHg., 8 weeks|Percentage of Participants Achieving a Successful Response Rate in msSBP at Week 8, Successful response rate was defined as msSBP \<130 mmHg or a reduction of â‰¥20 mmHg from baseline, 8 weeks|Percentage of Participants Achieving a Successful Response Rate in msDBP at Week 8, Successful response rate was defined as msDBP \<80 mmHg or a reduction of â‰¥10 mmHg from baseline., 8 weeks",,Novartis Pharmaceuticals,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CLCZ696A1304,
